id_viatge	dia_setmana	franja	estacio_any	tipus_servei	num_parades	dist_km	ocupacio	vent	pluja	visibilitat	retard_min	puntualitat
327	dv	migdia	primavera	regional	6	644	mitjana	fort	cap	bona	3	puntual
328	dt	tarda	hivern	alta_velocitat	4	1622	alta	cap	cap	bona	2	puntual
329	dv	mati	hivern	mitja_distancia	4	1395	mitjana	cap	cap	regular	14	tard
330	dt	mati	estiu	regional	4	221	mitjana	cap	cap	dolenta	1	puntual
331	ds	tarda	estiu	alta_velocitat	2	3047	mitjana	cap	cap	bona	0	puntual
332	dv	migdia	primavera	regional	9	348	mitjana	moderat	cap	regular	5	puntual
333	dj	migdia	primavera	regional	15	588	baixa	cap	cap	bona	0	puntual
334	dj	nit	tardor	regional	9	224	baixa	moderat	cap	bona	1	puntual
335	dt	nit	estiu	regional	5	694	mitjana	cap	cap	bona	4	puntual
336	dj	nit	tardor	regional	11	674	mitjana	moderat	febla	bona	0	puntual
337	dj	mati	hivern	mitja_distancia	10	1853	mitjana	moderat	cap	bona	11	tard
338	ds	tarda	primavera	alta_velocitat	1	1587	mitjana	cap	cap	bona	4	puntual
339	ds	nit	primavera	regional	11	1019	alta	cap	cap	bona	7	tard
340	dg	migdia	hivern	mitja_distancia	10	2097	baixa	moderat	cap	bona	13	tard
341	dc	mati	estiu	regional	11	171	mitjana	cap	cap	bona	10	tard
342	dj	tarda	primavera	alta_velocitat	2	5477	baixa	cap	cap	bona	0	puntual
343	dv	migdia	estiu	regional	9	1307	alta	moderat	febla	bona	0	puntual
344	dl	tarda	estiu	regional	10	150	mitjana	cap	cap	bona	0	puntual
345	dj	nit	tardor	mitja_distancia	9	1404	baixa	cap	cap	bona	10	tard
346	dv	tarda	primavera	mitja_distancia	5	2101	baixa	cap	cap	bona	2	puntual
347	dg	migdia	hivern	mitja_distancia	9	2626	mitjana	cap	cap	bona	1	puntual
348	dl	migdia	hivern	mitja_distancia	6	1345	mitjana	cap	febla	bona	3	puntual
349	dv	migdia	primavera	mitja_distancia	6	2084	mitjana	cap	cap	bona	1	puntual
350	dg	mati	primavera	regional	9	566	baixa	cap	cap	dolenta	7	tard
351	dl	tarda	estiu	regional	3	384	alta	cap	febla	bona	10	tard
352	dv	tarda	hivern	regional	3	710	mitjana	cap	cap	bona	13	tard
353	dg	mati	primavera	regional	3	402	mitjana	fort	cap	dolenta	27	molt_tard
354	dg	migdia	estiu	regional	10	238	mitjana	cap	febla	bona	4	puntual
355	ds	nit	hivern	mitja_distancia	6	1678	alta	cap	cap	bona	7	tard
356	dl	mati	hivern	regional	7	321	alta	cap	cap	bona	1	puntual
357	dt	migdia	hivern	mitja_distancia	6	2007	mitjana	moderat	intensa	dolenta	23	molt_tard
358	ds	migdia	tardor	mitja_distancia	9	2252	mitjana	cap	cap	regular	10	tard
359	dl	tarda	hivern	mitja_distancia	2	1661	mitjana	cap	cap	bona	0	puntual
360	dc	mati	tardor	mitja_distancia	6	1384	alta	moderat	cap	bona	0	puntual
361	dc	tarda	tardor	regional	5	456	mitjana	cap	cap	regular	1	puntual
362	ds	migdia	tardor	regional	16	667	baixa	moderat	cap	bona	11	tard
363	dg	tarda	primavera	mitja_distancia	6	1531	baixa	moderat	cap	regular	0	puntual
364	dg	mati	tardor	mitja_distancia	10	1078	alta	moderat	cap	bona	1	puntual
365	dc	migdia	hivern	regional	11	869	alta	cap	febla	bona	2	puntual
366	dc	migdia	estiu	regional	7	990	alta	cap	cap	regular	0	puntual
367	ds	mati	estiu	mitja_distancia	11	1634	mitjana	cap	febla	bona	18	molt_tard
368	ds	mati	primavera	mitja_distancia	2	2148	mitjana	moderat	febla	regular	0	puntual
369	dj	mati	hivern	regional	7	764	alta	moderat	febla	bona	6	tard
370	dj	migdia	tardor	regional	10	875	mitjana	moderat	febla	regular	4	puntual
371	ds	mati	primavera	alta_velocitat	3	2111	baixa	cap	febla	bona	0	puntual
372	ds	nit	estiu	regional	10	703	alta	moderat	cap	bona	0	puntual
373	dv	migdia	primavera	alta_velocitat	4	4891	baixa	cap	cap	bona	3	puntual
374	ds	tarda	primavera	regional	9	753	mitjana	moderat	intensa	dolenta	11	tard
375	dj	nit	tardor	mitja_distancia	12	2431	mitjana	cap	cap	bona	0	puntual
376	dt	mati	hivern	regional	9	879	mitjana	cap	cap	bona	0	puntual
377	dv	tarda	tardor	regional	9	758	baixa	cap	intensa	regular	17	molt_tard
378	dt	nit	tardor	alta_velocitat	5	4222	mitjana	fort	cap	bona	7	tard
379	dl	tarda	primavera	mitja_distancia	9	1388	baixa	cap	cap	bona	0	puntual
380	dg	migdia	primavera	alta_velocitat	1	4049	alta	cap	cap	bona	0	puntual
381	dj	migdia	hivern	regional	7	603	baixa	cap	cap	bona	1	puntual
382	dl	mati	hivern	alta_velocitat	3	4893	mitjana	cap	cap	bona	3	puntual
383	dv	migdia	hivern	alta_velocitat	4	2974	mitjana	moderat	cap	bona	3	puntual
384	ds	nit	primavera	mitja_distancia	10	2400	baixa	cap	febla	bona	1	puntual
385	dg	nit	hivern	regional	8	709	baixa	cap	cap	bona	4	puntual
386	dv	mati	hivern	mitja_distancia	5	2187	mitjana	moderat	cap	bona	7	tard
387	ds	tarda	hivern	mitja_distancia	6	1872	baixa	cap	febla	bona	0	puntual
388	dv	migdia	tardor	alta_velocitat	3	2447	baixa	cap	febla	bona	0	puntual
389	ds	nit	tardor	regional	8	540	mitjana	cap	cap	bona	2	puntual
390	dt	mati	hivern	regional	12	741	alta	cap	cap	bona	10	tard
391	dt	nit	tardor	regional	7	438	mitjana	cap	cap	bona	3	puntual
392	dv	tarda	primavera	mitja_distancia	4	1379	mitjana	cap	febla	bona	0	puntual
393	dj	mati	primavera	alta_velocitat	2	3487	alta	cap	cap	bona	1	puntual
394	dj	mati	estiu	regional	9	796	mitjana	moderat	cap	bona	2	puntual
395	ds	tarda	tardor	mitja_distancia	10	1219	mitjana	moderat	febla	regular	15	tard
396	dg	mati	tardor	alta_velocitat	1	5333	mitjana	moderat	cap	bona	6	tard
397	dv	migdia	hivern	regional	9	956	mitjana	cap	cap	regular	2	puntual
398	dj	nit	primavera	regional	10	611	mitjana	cap	febla	bona	18	molt_tard
399	dg	tarda	primavera	mitja_distancia	8	1786	mitjana	fort	febla	bona	2	puntual
400	dj	migdia	primavera	mitja_distancia	6	1903	baixa	moderat	cap	dolenta	5	puntual
401	dc	migdia	hivern	regional	10	150	mitjana	cap	cap	regular	5	puntual
402	ds	mati	tardor	alta_velocitat	4	3752	baixa	cap	cap	bona	3	puntual
403	dg	nit	primavera	mitja_distancia	6	2065	mitjana	cap	cap	bona	1	puntual
404	dg	migdia	hivern	alta_velocitat	3	5428	baixa	cap	cap	bona	16	molt_tard
405	dc	mati	estiu	alta_velocitat	2	4396	mitjana	cap	febla	bona	7	tard
406	dc	mati	estiu	alta_velocitat	2	6220	mitjana	cap	cap	bona	4	puntual
407	dg	nit	estiu	mitja_distancia	3	1623	mitjana	fort	cap	bona	6	tard
408	ds	mati	hivern	regional	7	832	baixa	cap	cap	bona	10	tard
409	dl	nit	hivern	mitja_distancia	5	1541	baixa	cap	febla	bona	3	puntual
410	dl	tarda	hivern	regional	5	666	alta	cap	cap	bona	2	puntual
411	dc	tarda	primavera	mitja_distancia	8	566	baixa	moderat	cap	bona	19	molt_tard
412	dt	nit	primavera	regional	11	150	mitjana	moderat	cap	bona	9	tard
413	ds	tarda	primavera	mitja_distancia	6	2657	mitjana	cap	cap	regular	3	puntual
414	dt	nit	hivern	regional	8	975	baixa	cap	intensa	bona	8	tard
415	dt	mati	hivern	regional	7	1050	mitjana	moderat	febla	regular	13	tard
416	dv	tarda	tardor	regional	8	150	mitjana	moderat	cap	bona	1	puntual
417	ds	migdia	hivern	mitja_distancia	8	2739	baixa	cap	cap	bona	0	puntual
418	dv	migdia	hivern	mitja_distancia	7	1517	alta	moderat	febla	bona	0	puntual
419	ds	nit	primavera	regional	8	893	baixa	cap	cap	regular	7	tard
420	dv	nit	estiu	alta_velocitat	2	7352	mitjana	cap	intensa	regular	1	puntual
421	dv	tarda	hivern	alta_velocitat	3	5403	mitjana	cap	cap	bona	14	tard
422	dj	migdia	tardor	regional	7	475	mitjana	cap	cap	bona	0	puntual
423	dt	migdia	tardor	mitja_distancia	7	2360	mitjana	cap	cap	bona	4	puntual
424	dv	migdia	estiu	regional	4	735	baixa	cap	cap	bona	2	puntual
425	dl	migdia	estiu	regional	9	814	alta	moderat	cap	bona	10	tard
426	dv	migdia	primavera	mitja_distancia	7	1765	mitjana	cap	febla	bona	27	molt_tard
427	dc	mati	tardor	regional	7	548	alta	fort	cap	regular	21	molt_tard
428	dt	mati	tardor	alta_velocitat	2	3910	alta	cap	cap	bona	7	tard
429	dv	tarda	hivern	alta_velocitat	4	6817	alta	cap	cap	bona	13	tard
430	dv	migdia	tardor	alta_velocitat	5	3038	mitjana	moderat	febla	regular	22	molt_tard
431	dv	nit	hivern	mitja_distancia	7	1562	mitjana	moderat	cap	bona	13	tard
432	ds	tarda	tardor	mitja_distancia	2	2294	mitjana	moderat	cap	bona	1	puntual
433	dc	mati	tardor	alta_velocitat	2	3916	mitjana	moderat	cap	dolenta	18	molt_tard
434	dl	mati	hivern	regional	10	701	mitjana	cap	cap	regular	8	tard
435	dg	mati	estiu	regional	8	631	mitjana	cap	febla	bona	9	tard
436	ds	nit	hivern	mitja_distancia	7	2386	baixa	cap	cap	bona	14	tard
437	dg	mati	estiu	regional	9	660	alta	cap	cap	dolenta	30	molt_tard
438	dv	migdia	hivern	regional	9	1109	baixa	cap	febla	bona	4	puntual
439	dj	nit	hivern	regional	3	521	alta	cap	cap	bona	12	tard
440	dl	nit	primavera	mitja_distancia	5	1011	baixa	moderat	cap	regular	1	puntual
441	dl	mati	hivern	regional	7	623	baixa	moderat	cap	bona	7	tard
442	dg	mati	primavera	regional	7	738	alta	moderat	intensa	bona	1	puntual
443	dt	mati	hivern	regional	10	421	alta	moderat	febla	bona	1	puntual
444	ds	mati	estiu	regional	5	992	mitjana	cap	cap	bona	6	tard
445	ds	mati	estiu	alta_velocitat	1	4492	alta	cap	febla	bona	0	puntual
446	ds	tarda	estiu	regional	7	281	baixa	moderat	cap	bona	0	puntual
447	dv	nit	primavera	mitja_distancia	5	2424	alta	moderat	cap	regular	17	molt_tard
448	dl	migdia	hivern	mitja_distancia	7	1351	mitjana	cap	cap	bona	3	puntual
449	dj	tarda	estiu	regional	6	659	mitjana	cap	cap	bona	4	puntual
450	dt	mati	primavera	alta_velocitat	2	6583	mitjana	cap	cap	bona	4	puntual
451	dc	tarda	hivern	mitja_distancia	5	1862	baixa	cap	intensa	regular	7	tard
452	dj	tarda	hivern	mitja_distancia	10	2042	mitjana	cap	cap	dolenta	3	puntual
453	dc	nit	estiu	regional	6	1066	mitjana	cap	febla	bona	1	puntual
454	dv	nit	hivern	regional	10	925	baixa	moderat	cap	bona	3	puntual
455	dc	migdia	estiu	alta_velocitat	2	5369	alta	fort	cap	bona	0	puntual
456	dt	mati	estiu	mitja_distancia	9	1697	mitjana	cap	cap	bona	3	puntual
457	dl	mati	hivern	alta_velocitat	5	5346	baixa	moderat	cap	bona	0	puntual
458	dc	migdia	estiu	alta_velocitat	2	4438	mitjana	moderat	cap	bona	2	puntual
459	dl	nit	tardor	regional	4	150	baixa	cap	cap	regular	7	tard
460	ds	migdia	hivern	mitja_distancia	4	1583	baixa	moderat	intensa	bona	19	molt_tard
461	dl	tarda	tardor	mitja_distancia	3	2248	mitjana	cap	febla	bona	12	tard
462	dv	migdia	hivern	mitja_distancia	5	1524	baixa	cap	cap	bona	2	puntual
463	dc	mati	tardor	regional	7	951	baixa	cap	cap	bona	2	puntual
464	dl	migdia	estiu	regional	9	763	mitjana	moderat	cap	bona	1	puntual
465	dv	tarda	hivern	mitja_distancia	9	2297	baixa	fort	intensa	regular	12	tard
466	dv	tarda	hivern	mitja_distancia	2	1782	alta	cap	cap	bona	0	puntual
467	dg	migdia	primavera	mitja_distancia	6	1673	mitjana	cap	cap	bona	6	tard
468	dc	mati	estiu	regional	6	722	baixa	cap	cap	bona	3	puntual
469	ds	tarda	primavera	regional	9	935	mitjana	moderat	cap	regular	16	molt_tard
470	dg	mati	hivern	alta_velocitat	2	3095	baixa	cap	cap	bona	0	puntual
471	ds	nit	tardor	regional	10	1132	mitjana	cap	cap	bona	10	tard
472	dt	mati	tardor	regional	5	912	baixa	moderat	cap	bona	1	puntual
473	ds	mati	estiu	mitja_distancia	5	1421	alta	cap	cap	bona	3	puntual
474	dv	migdia	estiu	regional	8	696	baixa	cap	cap	bona	5	puntual
475	dc	migdia	estiu	mitja_distancia	6	1531	mitjana	cap	cap	bona	0	puntual
476	dt	migdia	tardor	regional	8	451	baixa	cap	intensa	bona	7	tard
477	dj	migdia	tardor	alta_velocitat	1	5536	baixa	cap	cap	bona	0	puntual
478	dt	nit	hivern	alta_velocitat	4	4616	mitjana	cap	febla	regular	0	puntual
479	dg	migdia	estiu	alta_velocitat	2	3980	mitjana	cap	cap	regular	3	puntual
480	dg	migdia	hivern	mitja_distancia	4	2308	alta	moderat	febla	regular	10	tard
481	dc	migdia	primavera	regional	5	644	baixa	cap	intensa	bona	4	puntual
482	dj	mati	tardor	mitja_distancia	6	771	baixa	moderat	cap	bona	3	puntual
483	dc	tarda	primavera	alta_velocitat	2	2684	mitjana	cap	intensa	bona	9	tard
484	ds	mati	tardor	mitja_distancia	11	2413	mitjana	moderat	cap	bona	18	molt_tard
485	dc	tarda	estiu	mitja_distancia	9	1851	alta	cap	febla	bona	20	molt_tard
486	dc	mati	primavera	mitja_distancia	6	2019	alta	moderat	cap	bona	0	puntual
487	dv	nit	primavera	mitja_distancia	11	741	alta	cap	cap	regular	17	molt_tard
488	dg	migdia	estiu	mitja_distancia	10	1223	baixa	cap	cap	regular	1	puntual
489	dt	nit	tardor	regional	6	784	mitjana	cap	intensa	bona	9	tard
490	dg	migdia	estiu	mitja_distancia	12	1972	mitjana	cap	febla	bona	0	puntual
491	dg	mati	hivern	mitja_distancia	5	2645	mitjana	moderat	cap	bona	0	puntual
492	dj	tarda	tardor	regional	9	472	mitjana	fort	intensa	bona	55	molt_tard
493	dj	tarda	tardor	alta_velocitat	4	4001	baixa	moderat	febla	bona	6	tard
494	ds	tarda	estiu	mitja_distancia	2	2207	mitjana	cap	cap	bona	3	puntual
495	dc	migdia	primavera	regional	8	765	alta	moderat	cap	bona	9	tard
496	ds	tarda	primavera	alta_velocitat	3	4245	baixa	moderat	cap	bona	1	puntual
497	dj	nit	hivern	mitja_distancia	9	2459	alta	cap	cap	bona	14	tard
498	ds	tarda	primavera	mitja_distancia	6	1388	mitjana	cap	cap	dolenta	10	tard
499	dv	migdia	hivern	regional	3	538	baixa	moderat	intensa	bona	44	molt_tard
500	dj	tarda	estiu	alta_velocitat	5	4069	baixa	cap	cap	bona	1	puntual
501	dt	tarda	hivern	regional	8	222	baixa	cap	cap	bona	0	puntual
502	dt	nit	estiu	mitja_distancia	7	1769	mitjana	moderat	cap	bona	2	puntual
503	dj	migdia	hivern	regional	4	409	baixa	cap	cap	bona	2	puntual
504	dj	migdia	tardor	mitja_distancia	10	1042	mitjana	cap	cap	bona	0	puntual
505	dv	tarda	primavera	mitja_distancia	5	1260	alta	cap	cap	regular	1	puntual
506	dg	migdia	estiu	mitja_distancia	5	2958	mitjana	moderat	cap	bona	7	tard
507	dg	tarda	estiu	mitja_distancia	9	1988	baixa	fort	cap	bona	14	tard
508	dt	migdia	primavera	alta_velocitat	1	5419	mitjana	moderat	cap	bona	1	puntual
509	dc	mati	primavera	mitja_distancia	7	1408	mitjana	moderat	febla	regular	2	puntual
510	dv	tarda	primavera	regional	6	1132	mitjana	cap	cap	bona	0	puntual
511	dt	mati	hivern	alta_velocitat	3	3608	baixa	moderat	cap	bona	11	tard
512	dt	mati	tardor	mitja_distancia	8	2141	mitjana	cap	cap	dolenta	0	puntual
513	dl	tarda	tardor	alta_velocitat	2	3184	mitjana	cap	cap	bona	2	puntual
514	dg	tarda	tardor	alta_velocitat	4	4459	mitjana	moderat	febla	bona	3	puntual
515	dc	nit	hivern	alta_velocitat	2	3914	baixa	moderat	cap	bona	0	puntual
516	ds	mati	hivern	mitja_distancia	11	1236	alta	cap	febla	bona	22	molt_tard
517	dt	mati	tardor	mitja_distancia	9	1885	baixa	moderat	febla	dolenta	3	puntual
518	ds	nit	hivern	regional	9	657	baixa	moderat	cap	bona	8	tard
519	dl	mati	estiu	mitja_distancia	2	975	baixa	cap	cap	bona	0	puntual
520	dt	mati	estiu	mitja_distancia	7	2489	mitjana	cap	cap	bona	0	puntual
521	dg	mati	primavera	mitja_distancia	3	1914	mitjana	cap	febla	bona	0	puntual
522	dg	migdia	hivern	alta_velocitat	4	3116	baixa	cap	cap	bona	6	tard
523	dc	nit	primavera	regional	7	1085	mitjana	cap	cap	regular	3	puntual
524	dc	tarda	tardor	regional	9	818	mitjana	cap	cap	bona	10	tard
525	dg	tarda	primavera	mitja_distancia	11	1734	baixa	cap	cap	regular	12	tard
526	dj	mati	primavera	regional	12	537	alta	cap	cap	regular	33	molt_tard
527	dj	migdia	hivern	regional	8	745	mitjana	moderat	cap	bona	0	puntual
528	ds	migdia	hivern	regional	9	993	baixa	moderat	cap	bona	2	puntual
529	dl	mati	hivern	alta_velocitat	4	4084	alta	cap	febla	bona	2	puntual
530	dc	mati	hivern	mitja_distancia	10	2487	alta	cap	cap	bona	1	puntual
531	dj	migdia	estiu	regional	10	150	mitjana	cap	cap	bona	8	tard
532	dg	mati	primavera	regional	8	703	alta	cap	cap	bona	0	puntual
533	dc	tarda	hivern	mitja_distancia	7	2135	mitjana	cap	intensa	bona	2	puntual
534	dl	tarda	primavera	regional	8	819	mitjana	cap	cap	bona	9	tard
535	dc	mati	estiu	mitja_distancia	8	2624	alta	cap	febla	bona	8	tard
536	dc	migdia	hivern	mitja_distancia	8	2098	mitjana	fort	cap	bona	6	tard
537	dl	tarda	estiu	regional	12	939	baixa	cap	febla	bona	3	puntual
538	dc	tarda	hivern	mitja_distancia	9	1738	mitjana	moderat	cap	bona	0	puntual
539	dj	tarda	estiu	regional	14	694	mitjana	cap	febla	regular	31	molt_tard
540	dc	migdia	hivern	regional	7	924	baixa	cap	cap	regular	2	puntual
541	dt	tarda	tardor	alta_velocitat	1	6997	alta	moderat	intensa	regular	15	tard
542	dt	mati	hivern	mitja_distancia	5	2151	mitjana	cap	intensa	bona	14	tard
543	dj	migdia	primavera	alta_velocitat	3	6459	mitjana	moderat	cap	bona	0	puntual
544	dc	mati	primavera	regional	8	452	mitjana	fort	cap	regular	3	puntual
545	dv	migdia	tardor	regional	8	472	mitjana	cap	cap	bona	0	puntual
546	dl	migdia	hivern	mitja_distancia	5	1619	baixa	cap	cap	bona	14	tard
547	dv	mati	estiu	mitja_distancia	7	1949	alta	cap	cap	bona	0	puntual
548	dl	tarda	estiu	alta_velocitat	1	3004	mitjana	cap	cap	bona	1	puntual
549	dt	migdia	estiu	regional	10	728	mitjana	cap	cap	bona	2	puntual
550	ds	mati	tardor	alta_velocitat	3	5076	mitjana	cap	cap	bona	18	molt_tard
551	dt	mati	tardor	alta_velocitat	4	6087	baixa	moderat	febla	bona	0	puntual
552	ds	migdia	primavera	mitja_distancia	14	3274	baixa	moderat	cap	regular	7	tard
553	dj	migdia	tardor	regional	3	210	mitjana	cap	cap	bona	0	puntual
554	dg	migdia	primavera	mitja_distancia	8	1796	baixa	cap	cap	bona	0	puntual
555	dv	mati	hivern	regional	11	631	mitjana	moderat	cap	bona	14	tard
556	dv	tarda	estiu	mitja_distancia	5	1651	alta	moderat	cap	bona	0	puntual
557	dv	nit	tardor	mitja_distancia	6	1501	mitjana	cap	cap	bona	1	puntual
558	dg	migdia	tardor	alta_velocitat	2	5212	mitjana	cap	cap	dolenta	3	puntual
559	dv	tarda	tardor	mitja_distancia	8	1641	mitjana	moderat	cap	bona	12	tard
560	dv	nit	tardor	mitja_distancia	9	1691	baixa	moderat	cap	bona	6	tard
561	dt	nit	estiu	mitja_distancia	4	1294	alta	moderat	cap	regular	1	puntual
562	dj	tarda	hivern	mitja_distancia	8	1968	mitjana	cap	cap	bona	0	puntual
563	dg	nit	estiu	alta_velocitat	4	3162	baixa	cap	cap	bona	0	puntual
564	ds	nit	primavera	regional	7	1131	baixa	cap	cap	bona	2	puntual
565	dv	tarda	tardor	alta_velocitat	1	5985	alta	cap	cap	bona	1	puntual
566	dv	migdia	primavera	alta_velocitat	1	5491	baixa	moderat	cap	bona	4	puntual
567	dt	mati	primavera	alta_velocitat	1	5371	mitjana	cap	cap	bona	2	puntual
568	dc	mati	primavera	mitja_distancia	4	1762	baixa	moderat	febla	bona	0	puntual
569	ds	migdia	estiu	alta_velocitat	5	3943	baixa	moderat	cap	bona	0	puntual
570	dl	migdia	estiu	regional	15	623	alta	fort	cap	bona	4	puntual
571	ds	migdia	hivern	mitja_distancia	10	1588	baixa	moderat	cap	regular	0	puntual
572	dg	tarda	estiu	regional	8	244	baixa	moderat	cap	dolenta	3	puntual
573	dl	tarda	primavera	regional	13	516	mitjana	cap	cap	bona	0	puntual
574	ds	tarda	hivern	regional	3	696	alta	cap	febla	regular	12	tard
575	dv	mati	hivern	regional	5	322	mitjana	cap	cap	regular	0	puntual
576	ds	mati	primavera	regional	11	884	baixa	fort	cap	dolenta	24	molt_tard
577	dj	tarda	hivern	alta_velocitat	2	3840	alta	moderat	cap	bona	3	puntual
578	dv	tarda	estiu	regional	5	829	mitjana	cap	cap	bona	3	puntual
579	dg	nit	tardor	mitja_distancia	7	2052	alta	cap	cap	dolenta	19	molt_tard
580	dv	nit	hivern	regional	10	581	mitjana	cap	cap	bona	5	puntual
581	dt	nit	hivern	mitja_distancia	8	1856	mitjana	cap	febla	bona	6	tard
582	ds	migdia	tardor	mitja_distancia	8	1066	mitjana	moderat	cap	bona	3	puntual
583	ds	migdia	hivern	regional	9	907	mitjana	cap	cap	bona	0	puntual
584	dg	mati	hivern	mitja_distancia	6	2131	mitjana	moderat	febla	bona	0	puntual
585	dc	tarda	primavera	alta_velocitat	3	5270	mitjana	cap	febla	regular	1	puntual
586	dj	nit	hivern	alta_velocitat	4	2822	alta	cap	febla	dolenta	2	puntual
587	dt	migdia	tardor	regional	9	241	mitjana	cap	cap	bona	11	tard
588	dj	tarda	hivern	mitja_distancia	5	1589	baixa	fort	cap	bona	1	puntual
589	dg	mati	tardor	mitja_distancia	5	1895	mitjana	moderat	febla	bona	0	puntual
590	dt	mati	tardor	regional	9	778	mitjana	cap	cap	bona	2	puntual
591	dl	mati	tardor	alta_velocitat	4	3459	mitjana	cap	febla	bona	2	puntual
592	dc	mati	tardor	regional	10	701	mitjana	moderat	cap	bona	5	puntual
593	ds	nit	primavera	alta_velocitat	4	5900	mitjana	moderat	febla	regular	0	puntual
594	dc	migdia	hivern	regional	8	795	baixa	moderat	cap	bona	18	molt_tard
595	dl	tarda	primavera	regional	9	293	mitjana	moderat	cap	bona	4	puntual
596	dl	tarda	tardor	alta_velocitat	3	5514	mitjana	moderat	cap	bona	0	puntual
597	dj	mati	estiu	alta_velocitat	4	150	alta	cap	cap	bona	8	tard
598	dg	mati	tardor	alta_velocitat	2	5318	mitjana	moderat	cap	bona	10	tard
599	dl	tarda	estiu	alta_velocitat	3	5386	mitjana	cap	febla	bona	2	puntual
600	ds	mati	estiu	regional	12	479	mitjana	cap	cap	bona	0	puntual
601	dc	nit	estiu	regional	8	333	mitjana	fort	cap	regular	32	molt_tard
602	dg	mati	tardor	regional	6	611	baixa	fort	cap	bona	9	tard
603	ds	tarda	tardor	mitja_distancia	10	1967	alta	cap	cap	bona	26	molt_tard
604	dc	tarda	hivern	regional	11	962	alta	cap	cap	dolenta	16	molt_tard
605	dc	mati	tardor	alta_velocitat	1	2165	mitjana	moderat	cap	bona	1	puntual
606	dt	mati	estiu	regional	8	692	mitjana	fort	intensa	bona	0	puntual
607	dl	nit	primavera	regional	14	525	baixa	moderat	cap	bona	0	puntual
608	dl	mati	estiu	regional	10	676	mitjana	cap	cap	bona	0	puntual
609	dv	migdia	hivern	regional	9	897	mitjana	cap	intensa	bona	0	puntual
610	dl	migdia	tardor	regional	6	1298	mitjana	moderat	cap	bona	0	puntual
611	ds	mati	tardor	mitja_distancia	4	1467	baixa	moderat	intensa	bona	4	puntual
612	dc	tarda	estiu	regional	11	1041	mitjana	moderat	cap	bona	2	puntual
613	dt	tarda	tardor	mitja_distancia	4	1501	baixa	moderat	cap	bona	8	tard
614	dc	migdia	primavera	alta_velocitat	3	5862	mitjana	cap	cap	bona	12	tard
615	dl	tarda	tardor	mitja_distancia	6	2576	mitjana	cap	cap	regular	14	tard
616	dv	mati	estiu	mitja_distancia	7	2081	baixa	moderat	cap	bona	11	tard
617	dc	mati	primavera	regional	8	494	mitjana	cap	cap	bona	2	puntual
618	dt	tarda	primavera	regional	10	354	alta	moderat	cap	bona	2	puntual
619	dj	nit	hivern	regional	11	840	mitjana	moderat	cap	bona	10	tard
620	dv	mati	hivern	alta_velocitat	2	5000	baixa	moderat	febla	bona	0	puntual
621	dg	mati	estiu	mitja_distancia	9	2654	mitjana	cap	cap	regular	0	puntual
622	dt	migdia	estiu	regional	13	997	mitjana	moderat	febla	bona	6	tard
623	dg	tarda	primavera	mitja_distancia	7	1731	mitjana	cap	intensa	bona	3	puntual
624	dl	mati	estiu	alta_velocitat	1	5129	mitjana	cap	febla	bona	0	puntual
625	ds	migdia	estiu	mitja_distancia	3	1180	baixa	cap	febla	regular	6	tard
626	dc	tarda	primavera	mitja_distancia	6	1741	mitjana	cap	febla	bona	12	tard
627	dg	migdia	primavera	alta_velocitat	3	2477	mitjana	moderat	cap	bona	16	molt_tard
628	dj	mati	primavera	mitja_distancia	9	1747	mitjana	moderat	cap	dolenta	0	puntual
629	dv	mati	estiu	mitja_distancia	8	2907	baixa	cap	intensa	bona	0	puntual
630	dc	migdia	primavera	regional	10	476	mitjana	moderat	cap	bona	0	puntual
631	dv	migdia	tardor	regional	8	652	mitjana	cap	febla	bona	24	molt_tard
632	dc	nit	primavera	alta_velocitat	2	3166	baixa	moderat	intensa	bona	49	molt_tard
633	dg	tarda	estiu	mitja_distancia	9	1702	mitjana	moderat	cap	dolenta	35	molt_tard
634	dl	tarda	primavera	regional	14	778	baixa	cap	cap	bona	7	tard
635	ds	nit	primavera	mitja_distancia	8	2171	baixa	cap	cap	bona	4	puntual
636	dl	migdia	tardor	regional	5	573	mitjana	cap	cap	bona	7	tard
637	dj	migdia	primavera	alta_velocitat	2	3516	baixa	cap	cap	bona	1	puntual
638	ds	nit	primavera	regional	5	150	mitjana	moderat	febla	bona	3	puntual
639	dv	mati	tardor	alta_velocitat	3	6123	baixa	cap	cap	regular	2	puntual
640	ds	tarda	hivern	mitja_distancia	7	1593	mitjana	cap	cap	dolenta	0	puntual
641	dt	tarda	tardor	regional	9	162	mitjana	cap	febla	bona	0	puntual
642	dl	mati	hivern	regional	8	969	mitjana	moderat	cap	bona	6	tard
643	ds	migdia	tardor	alta_velocitat	2	2074	mitjana	cap	febla	bona	0	puntual
644	dc	mati	estiu	regional	9	970	mitjana	moderat	cap	bona	0	puntual
645	dj	mati	tardor	regional	16	295	mitjana	moderat	febla	bona	1	puntual
646	dc	migdia	primavera	mitja_distancia	6	1110	baixa	cap	cap	bona	0	puntual
647	dc	mati	estiu	regional	5	391	mitjana	cap	cap	bona	4	puntual
648	dt	tarda	estiu	regional	10	537	baixa	cap	cap	bona	0	puntual
649	dc	nit	hivern	regional	7	973	mitjana	cap	cap	bona	1	puntual
650	dj	tarda	tardor	alta_velocitat	3	2988	baixa	moderat	cap	regular	12	tard
